TOWN,ZIP_CODE,NO_BEDROOMS,BTH_DESC,SQUARE_FEET,YEAR_BUILT,GARAGE_SPACES_CC,SALE_PRICE
"Boston, MA",2130,2,1f 0h,730,1946,0,360000.00
"Boston, MA",2130,2,2f 1h,1465,1987,0,740000.00
"Boston, MA",2130,2,1f 0h,940,1905,0,660000.00
"Boston, MA",2130,2,1f 0h,869,1925,0,470000.00
"Boston, MA",2128,3,2f 0h,1030,1900,0,771500.00
"Boston, MA",2135,2,1f 0h,881,1924,0,560000.00
"Boston, MA",2116,1,1f 0h,460,1885,0,646000.00
"Boston, MA",2128,1,1f 0h,558,1900,0,375000.00
"Boston, MA",2135,2,1f 0h,936,2018,1,780000.00
"Boston, MA",2130,2,1f 0h,568,1905,0,445000.00
"Boston, MA",2130,1,1f 0h,441,1955,0,360000.00
"Boston, MA",2128,2,2f 0h,1071,2023,0,869900.00
"Boston, MA",2134,1,1f 0h,911,2023,1,839000.00
"Boston, MA",2118,3,2f 0h,1877,1910,0,1600000.00
"Boston, MA",2210,2,2f 1h,1401,2019,1,2700000.00
"Boston, MA",2135,2,1f 0h,1196,1930,1,650000.00
"Boston, MA",2135,2,1f 0h,760,1963,0,525000.00
"Boston, MA",2128,2,1f 0h,716,1905,0,540000.00
"Boston, MA",2114,2,2f 0h,1630,1890,0,1600000.00
"Boston, MA",2118,2,1f 0h,779,1899,0,940000.00
"Boston, MA",2127,2,2f 0h,1321,2015,0,1201000.00
"Boston, MA",2199,1,1f 0h,837,2001,1,1150000.00
"Boston, MA",2129,1,1f 0h,850,2015,0,655000.00
"Boston, MA",2135,1,1f 0h,702,2023,1,749000.00
"Boston, MA",2110,1,1f 1h,1035,2023,0,1975000.00
"Boston, MA",2110,1,1f 1h,1035,2023,0,2025000.00
"Boston, MA",2110,2,2f 1h,1755,2023,1,4120000.00
"Boston, MA",2118,3,2f 0h,1712,2021,2,1850000.00
"Boston, MA",2130,3,2f 0h,1255,2023,1,1015000.00
"Boston, MA",2199,3,3f 1h,3219,2019,2,9350000.00
"Boston, MA",2113,3,2f 0h,1044,1920,0,810000.00
"Boston, MA",2114,3,2f 1h,1800,1898,0,2400000.00
"Boston, MA",2130,3,1f 1h,1305,1905,0,775000.00
"Boston, MA",2111,3,3f 1h,2362,2000,0,1945000.00
"Boston, MA",2118,2,2f 0h,1664,2021,2,2600000.00
"Boston, MA",2135,2,2f 0h,908,1910,0,490000.00
"Boston, MA",2118,2,2f 0h,1396,2021,2,1862000.00
"Boston, MA",2128,2,1f 0h,777,2022,0,579900.00
"Boston, MA",2134,2,2f 0h,779,1989,1,615000.00
"Boston, MA",2135,2,2f 0h,1088,2015,2,918000.00
"Boston, MA",2118,2,2f 0h,1186,1858,1,1010000.00
"Boston, MA",2134,3,1f 0h,960,1930,0,520000.00
"Boston, MA",2118,2,2f 0h,1347,2021,0,1499900.00
"Boston, MA",2116,1,1f 1h,941,2003,1,1337500.00
"Boston, MA",2130,1,1f 0h,591,2023,0,549000.00
"Boston, MA",2116,2,2f 1h,1425,2015,1,2812500.00
"Boston, MA",2127,2,2f 0h,1338,1920,1,1215000.00
"Boston, MA",2135,1,1f 0h,498,2022,0,549900.00
"Boston, MA",2215,3,1f 0h,990,1920,1,850000.00
"Boston, MA",2127,2,2f 0h,1199,2004,1,966000.00
"Boston, MA",2115,2,2f 0h,953,1986,0,950000.00
"Boston, MA",2115,1,1f 0h,400,2006,0,435000.00
"Boston, MA",2114,2,2f 0h,1385,1860,0,1535000.00
"Boston, MA",2129,2,1f 0h,702,1890,0,710000.00
"Boston, MA",2118,1,1f 0h,723,2006,0,695000.00
"Boston, MA",2118,2,2f 0h,1018,1899,0,1240000.00
"Boston, MA",2110,1,1f 0h,1117,1868,0,1100000.00
"Boston, MA",2129,2,2f 0h,1064,1880,0,1150000.00
"Boston, MA",2129,2,2f 0h,980,1880,0,1050000.00
"Boston, MA",2127,2,1f 0h,962,1990,0,615000.00
"Boston, MA",2127,2,1f 0h,700,1910,0,558000.00
"Boston, MA",2118,2,2f 1h,1490,1900,0,1107000.00
"Boston, MA",2116,0,1f 0h,481,1899,0,485000.00
"Boston, MA",2129,2,1f 0h,770,1875,0,760000.00
"Boston, MA",2127,2,2f 0h,1237,2016,1,862000.00
"Boston, MA",2110,1,2f 0h,1229,1972,0,1120000.00
"Boston, MA",2108,2,2f 0h,1706,1850,0,2500000.00
"Boston, MA",2210,1,1f 0h,800,2019,1,1239000.00
"Boston, MA",2130,3,1f 1h,1720,1988,0,720000.00
"Boston, MA",2118,2,2f 0h,1087,2002,0,945000.00
"Boston, MA",2127,2,2f 0h,1025,2018,1,920000.00
"Boston, MA",2114,2,1f 0h,642,1850,0,608000.00
"Boston, MA",2127,2,2f 0h,1136,1900,0,755000.00
"Boston, MA",2116,2,1f 0h,790,1890,0,1200000.00
"Boston, MA",2128,2,2f 0h,1040,2023,0,799900.00
"Boston, MA",2110,2,2f 0h,1835,1832,0,2135000.00
"Boston, MA",2135,0,1f 0h,352,1910,0,312000.00
"Boston, MA",2116,1,1f 0h,540,1910,0,585000.00
"Boston, MA",2127,2,2f 0h,1204,1900,0,900000.00
"Boston, MA",2118,1,1f 0h,711,2002,0,576105.00
"Boston, MA",2127,1,1f 0h,540,1890,0,520000.00
"Boston, MA",2111,1,1f 0h,853,2005,0,680000.00
"Boston, MA",2116,2,2f 0h,1138,2018,0,1920000.00
"Boston, MA",2114,3,3f 0h,2038,1899,0,3095000.00
"Boston, MA",2129,2,2f 1h,1642,1989,2,1825000.00
"Boston, MA",2129,2,1f 0h,751,1880,0,710000.00
"Boston, MA",2109,2,2f 1h,1295,1983,1,1225000.00
"Boston, MA",2110,3,2f 0h,1334,1832,0,1650000.00
"Boston, MA",2129,2,1f 1h,1075,1908,0,935000.00
"Boston, MA",2114,2,2f 1h,1738,2021,2,4100000.00
"Boston, MA",2127,3,2f 1h,2473,2015,2,1501000.00
"Boston, MA",2127,1,1f 0h,821,1890,0,595000.00
"Boston, MA",2114,1,1f 0h,502,1890,0,623500.00
"Boston, MA",2215,1,1f 0h,684,1930,0,649000.00
"Boston, MA",2127,2,2f 0h,1842,2007,1,1537500.00
"Boston, MA",2135,3,2f 1h,1533,2006,2,1000000.00
"Boston, MA",2135,2,2f 0h,951,2018,0,945000.00
"Boston, MA",2130,2,1f 1h,1671,1888,0,900000.00
"Boston, MA",2210,2,2f 1h,1483,2006,1,1855000.00
"Boston, MA",2110,2,2f 0h,1566,2016,1,2100000.00
"Boston, MA",2114,1,1f 0h,387,1925,0,508000.00
"Boston, MA",2135,3,2f 0h,1055,1963,0,550000.00
"Boston, MA",2127,2,2f 0h,1421,1905,0,921000.00
"Boston, MA",2108,2,2f 0h,1318,2007,1,1340000.00
"Boston, MA",2110,3,2f 0h,2334,1850,0,2275000.00
"Boston, MA",2127,1,1f 0h,461,1890,0,500000.00
"Boston, MA",2210,1,1f 0h,1025,1900,1,949000.00
"Boston, MA",2128,2,2f 0h,985,2020,1,680000.00
"Boston, MA",2135,1,1f 0h,634,2023,1,659000.00
"Boston, MA",2127,2,1f 0h,802,1910,0,735000.00
"Boston, MA",2114,2,2f 0h,1147,1964,1,745000.00
"Boston, MA",2128,1,1f 0h,605,2022,1,470000.00
"Boston, MA",2128,2,1f 0h,501,1920,0,370900.00
"Boston, MA",2110,2,2f 1h,1589,2016,1,2700000.00
"Boston, MA",2118,3,2f 1h,1619,1899,0,1875000.00
"Boston, MA",2127,1,1f 0h,668,1890,0,598000.00
"Boston, MA",2116,3,1f 0h,849,1899,0,700000.00
"Boston, MA",2115,2,1f 0h,783,1890,0,835000.00
"Boston, MA",2113,1,1f 0h,443,1900,0,495000.00
"Boston, MA",2111,1,2f 0h,1590,1899,0,995000.00
"Boston, MA",2130,3,2f 1h,1880,2022,0,1160000.00
"Boston, MA",2130,2,1f 0h,1055,1905,0,480000.00
"Boston, MA",2114,2,2f 0h,1168,1899,0,1400000.00
"Boston, MA",2116,1,1f 0h,421,1925,0,530000.00
"Boston, MA",2128,2,2f 0h,1128,2017,0,710000.00
"Boston, MA",2114,1,1f 0h,579,1855,0,655000.00
"Boston, MA",2129,3,2f 0h,1703,1875,0,1300000.00
"Boston, MA",2127,2,2f 0h,1247,2018,1,1139500.00
"Boston, MA",2128,3,1f 0h,965,1900,0,500000.00
"Boston, MA",2118,2,1f 1h,1232,1899,0,1490000.00
"Boston, MA",2115,3,2f 1h,1540,1900,0,2325000.00
"Boston, MA",2205,1,1f 0h,748,2017,1,839000.00
"Boston, MA",2130,3,2f 1h,1871,2018,0,900000.00
"Boston, MA",2129,3,2f 0h,1680,1900,0,1250000.00
"Boston, MA",2109,1,1f 1h,923,2008,1,949900.00
"Boston, MA",2135,2,1f 0h,819,1925,0,540000.00
"Boston, MA",2127,2,2f 1h,1616,2007,1,1225000.00
"Boston, MA",2130,2,3f 0h,1946,1910,0,899000.00
"Boston, MA",2116,1,1f 0h,700,1980,1,720000.00
"Boston, MA",2127,2,2f 0h,1328,1900,0,900000.00
"Boston, MA",2130,3,2f 0h,1768,2013,0,860000.00
"Boston, MA",2118,2,2f 0h,1140,2021,1,1489900.00
"Boston, MA",2109,2,2f 0h,1571,2008,1,2075000.00
"Boston, MA",2118,2,2f 1h,1531,1899,0,1600000.00
"Boston, MA",2128,3,2f 0h,1190,1900,0,740000.00
"Boston, MA",2116,2,1f 0h,842,1880,0,807000.00
"Boston, MA",2127,2,2f 0h,1435,2018,1,1000000.00
"Boston, MA",2127,2,2f 0h,1020,2017,2,899000.00
"Boston, MA",2129,1,1f 0h,675,1987,0,625000.00
"Boston, MA",2114,1,2f 0h,1428,1925,0,2100000.00
"Boston, MA",2114,1,2f 0h,1641,1925,0,1625000.00
"Boston, MA",2129,2,2f 0h,993,2000,1,623000.00
"Boston, MA",2130,1,1f 0h,710,1899,0,600000.00
"Boston, MA",2115,0,1f 0h,365,1910,0,361000.00
"Boston, MA",2199,3,2f 1h,2846,2001,2,5290000.00
"Boston, MA",2118,1,1f 0h,690,2000,0,740000.00
"Boston, MA",2118,3,3f 1h,2519,1900,2,2900000.00
"Boston, MA",2127,3,2f 1h,1416,1900,0,935000.00
"Boston, MA",2108,2,2f 0h,1117,2007,0,1295000.00
"Boston, MA",2110,3,4f 1h,4030,2023,2,11950000.00
"Boston, MA",2116,2,2f 0h,1372,2009,1,2250000.00
"Boston, MA",2115,2,2f 0h,1790,1918,0,2400000.00
"Boston, MA",2116,1,1f 1h,1257,1985,1,2000000.00
"Boston, MA",2127,3,3f 0h,1436,1905,1,750000.00
"Boston, MA",2118,2,2f 0h,1060,2006,1,890000.00
"Boston, MA",2135,3,2f 0h,1416,2023,2,1225000.00
"Boston, MA",2135,2,2f 0h,1235,2023,1,1030000.00
"Boston, MA",2135,2,2f 0h,1068,2023,0,855000.00
"Boston, MA",2115,1,1f 0h,682,1889,0,510000.00
"Boston, MA",2130,3,1f 0h,1130,1905,0,546000.00
"Boston, MA",2127,2,2f 0h,1210,1900,1,772500.00
"Boston, MA",2111,2,2f 0h,1728,1920,0,1200000.00
"Boston, MA",2110,3,3f 1h,2369,2023,2,6510000.00
"Boston, MA",2130,1,1f 0h,790,1920,0,535000.00
"Boston, MA",2130,1,1f 0h,724,2022,0,640000.00
"Boston, MA",2135,1,1f 0h,600,1963,0,450000.00
"Boston, MA",2127,1,2f 0h,1175,1900,1,858000.00
"Boston, MA",2118,2,1f 0h,678,1912,0,715000.00
"Boston, MA",2118,1,1f 0h,774,2021,0,998000.00
"Boston, MA",2114,2,2f 0h,1319,1967,0,888000.00
"Boston, MA",2113,2,1f 0h,726,1987,0,725000.00
"Boston, MA",2109,2,1f 0h,604,1920,0,635000.00
"Boston, MA",2134,1,1f 0h,695,1919,0,400000.00
"Boston, MA",2215,2,2f 0h,1105,1905,0,1250000.00
"Boston, MA",2118,3,2f 1h,1870,2002,2,1550000.00
"Boston, MA",2118,3,2f 0h,1630,2021,2,2400000.00
"Boston, MA",2210,2,2f 0h,1249,2019,2,2150000.00
"Boston, MA",2114,2,2f 0h,1139,2017,1,1216000.00
"Boston, MA",2210,0,1f 0h,426,2006,0,509000.00
"Boston, MA",2210,2,2f 0h,1178,1920,1,1162500.00
"Boston, MA",2130,2,1f 0h,862,1899,0,565000.00
"Boston, MA",2130,1,1f 1h,1014,2019,1,707000.00
"Boston, MA",2118,3,2f 1h,2055,2017,0,2150000.00
"Boston, MA",2108,1,1f 0h,770,1920,0,870000.00
"Boston, MA",2109,2,2f 0h,1450,1900,0,1495000.00
"Boston, MA",2135,2,1f 0h,890,1924,0,568000.00
"Boston, MA",2135,1,1f 0h,695,1925,0,430000.00
"Boston, MA",2118,3,3f 0h,1791,1899,0,2050000.00
"Boston, MA",2128,2,2f 0h,1163,2017,0,752000.00
"Boston, MA",2127,1,1f 0h,750,2006,0,619000.00
"Boston, MA",2108,0,1f 0h,535,2007,0,630000.00
"Boston, MA",2129,2,2f 0h,1021,1885,0,1180000.00
"Boston, MA",2128,3,3f 0h,1878,2023,0,898000.00
"Boston, MA",2130,3,2f 0h,1610,2003,0,1279000.00
"Boston, MA",2128,2,2f 0h,1017,1900,0,705000.00
"Boston, MA",2134,2,1f 0h,935,2023,1,929000.00
"Boston, MA",2135,3,1f 1h,1580,1910,0,650000.00
"Boston, MA",2108,2,2f 0h,1837,1900,0,2999000.00
"Boston, MA",2128,2,1f 0h,482,1910,0,368000.00
"Boston, MA",2129,3,3f 1h,2494,1987,2,1665000.00
"Boston, MA",2130,3,2f 1h,2098,2022,2,1300000.00
"Boston, MA",2130,3,2f 0h,1375,2016,0,825000.00
"Boston, MA",2128,3,1f 0h,1346,1899,0,650000.00
"Boston, MA",2116,2,1f 0h,655,1867,0,715000.00
"Boston, MA",2110,1,1f 0h,882,2023,1,1720000.00
"Boston, MA",2114,0,1f 0h,548,1910,0,510000.00
"Boston, MA",2128,2,1f 0h,805,1900,0,598000.00
"Boston, MA",2210,0,1f 0h,499,2020,1,825000.00
"Boston, MA",2210,1,1f 0h,750,2020,1,1315000.00
"Boston, MA",2128,2,1f 0h,812,2015,0,640000.00
"Boston, MA",2115,3,2f 1h,2922,2016,2,4100000.00
"Boston, MA",2108,1,1f 1h,1684,1837,0,1850000.00
"Boston, MA",2109,3,2f 1h,2552,1855,0,1900000.00
"Boston, MA",2118,2,2f 0h,1673,2021,1,2525000.00
"Boston, MA",2116,2,2f 0h,1100,1929,0,875000.00
"Boston, MA",2128,2,1f 0h,880,2017,1,594000.00
"Boston, MA",2134,1,1f 0h,490,1920,0,305000.00
"Boston, MA",2128,1,1f 0h,650,2022,1,595000.00
"Boston, MA",2114,1,1f 0h,737,1967,0,519000.00
"Boston, MA",2114,1,1f 0h,640,1952,0,750000.00
"Boston, MA",2128,2,1f 0h,850,1900,0,575000.00
"Boston, MA",2128,2,2f 0h,1250,1900,0,641000.00
"Boston, MA",2128,2,2f 0h,1250,1900,0,650000.00
"Boston, MA",2130,2,2f 0h,1377,1885,0,718000.00
"Boston, MA",2114,2,2f 0h,1225,1875,0,1600000.00
"Boston, MA",2128,2,2f 0h,886,2023,0,620000.00
"Boston, MA",2127,2,1f 1h,1031,1905,0,687000.00
"Boston, MA",2129,2,2f 0h,939,1899,1,729000.00
"Boston, MA",2127,2,2f 0h,766,1890,0,695000.00
"Boston, MA",2116,3,2f 1h,1974,1999,2,2800000.00
"Boston, MA",2108,3,2f 0h,1068,1920,0,1390000.00
"Boston, MA",2118,3,2f 1h,1729,1865,0,2200000.00
"Boston, MA",2116,1,1f 0h,594,1850,0,680000.00
"Boston, MA",2210,1,1f 0h,667,2019,1,1210000.00
"Boston, MA",2130,1,1f 0h,830,1920,0,452000.00
"Boston, MA",2127,3,2f 1h,1668,2003,1,1049000.00
"Boston, MA",2127,2,1f 1h,1094,2006,2,925000.00
"Boston, MA",2110,2,2f 0h,1379,2023,1,2550000.00
"Boston, MA",2127,2,2f 0h,1241,2020,2,1187500.00
"Boston, MA",2110,2,2f 0h,1538,2023,1,2900000.00
"Boston, MA",2116,1,1f 0h,725,2004,1,930000.00
"Boston, MA",2128,1,1f 0h,549,1900,0,271000.00
"Boston, MA",2135,1,1f 0h,702,2023,1,729000.00
"Boston, MA",2114,1,1f 1h,942,2017,0,940000.00
"Boston, MA",2210,1,1f 0h,526,2016,0,625000.00
"Boston, MA",2129,3,2f 0h,1593,1981,0,1015000.00
"Boston, MA",2129,2,2f 0h,1144,2018,1,905000.00
"Boston, MA",2128,3,2f 0h,1367,2022,1,750000.00
"Boston, MA",2128,1,1f 0h,835,1912,2,665000.00
"Boston, MA",2128,2,1f 0h,802,1924,0,560000.00
"Boston, MA",2109,3,2f 1h,2068,2008,1,3595000.00
"Boston, MA",2210,3,2f 0h,1430,1911,0,1560000.00
"Boston, MA",2128,2,2f 0h,1099,1900,0,587000.00
"Boston, MA",2113,2,1f 0h,647,1910,0,629000.00
"Boston, MA",2210,1,1f 1h,747,2020,1,1259000.00
"Boston, MA",2116,2,2f 0h,887,1899,0,950000.00
"Boston, MA",2110,1,1f 0h,758,1970,0,670000.00
"Boston, MA",2128,2,2f 0h,1135,1920,0,715000.00
"Boston, MA",2127,2,1f 0h,944,2002,1,675000.00
"Boston, MA",2118,2,2f 0h,1727,2017,1,1630000.00
"Boston, MA",2135,1,1f 0h,570,1935,0,381000.00
"Boston, MA",2118,2,2f 1h,1378,2018,1,1285000.00
"Boston, MA",2116,2,2f 1h,1986,2004,2,2850000.00
"Boston, MA",2108,0,1f 0h,535,2007,0,615000.00
"Boston, MA",2127,2,2f 1h,1383,2019,2,1100000.00
"Boston, MA",2111,3,3f 0h,1675,2000,1,1800000.00
"Boston, MA",2114,1,1f 0h,899,1967,0,600000.00
"Boston, MA",2113,2,2f 1h,1416,1900,0,1500000.00
"Boston, MA",2128,1,1f 0h,708,2018,1,540000.00
"Boston, MA",2115,1,1f 0h,605,1899,0,670000.00
"Boston, MA",2130,2,1f 1h,1044,2022,0,790000.00
"Boston, MA",2210,3,2f 1h,2042,2019,2,4800000.00
"Boston, MA",2114,2,2f 0h,1848,2021,2,3450000.00
"Boston, MA",2118,2,1f 0h,1301,2006,2,1050000.00
"Boston, MA",2134,1,1f 0h,704,1989,1,449000.00
"Boston, MA",2111,1,1f 0h,1302,1905,0,795000.00
"Boston, MA",2118,2,2f 0h,990,1905,0,925000.00
"Boston, MA",2215,2,2f 0h,956,1960,0,930000.00
"Boston, MA",2199,2,2f 1h,1474,2007,1,1850000.00
"Boston, MA",2134,2,1f 0h,935,2023,1,839000.00
"Boston, MA",2128,2,2f 1h,1656,1849,0,835000.00
"Boston, MA",2128,3,2f 0h,1248,1851,0,704000.00
"Boston, MA",2116,2,2f 1h,1510,1985,0,1600000.00
"Boston, MA",2128,2,2f 0h,1292,2017,1,930000.00
"Boston, MA",2111,2,2f 1h,1402,2000,1,1310000.00
"Boston, MA",2210,0,1f 0h,426,2006,0,499000.00
"Boston, MA",2115,2,2f 0h,917,1885,0,861400.00
"Boston, MA",2127,3,2f 1h,1979,2017,1,1429000.00
"Boston, MA",2127,2,1f 0h,938,2004,0,652500.00
"Boston, MA",2118,1,1f 0h,743,2021,0,1034900.00
"Boston, MA",2135,1,1f 0h,600,1965,0,400000.00
"Boston, MA",2199,3,3f 1h,3708,2008,2,14125000.00
"Boston, MA",2127,2,1f 1h,1000,1990,0,729000.00
"Boston, MA",2129,2,2f 0h,1430,1900,0,1400000.00
"Boston, MA",2116,2,1f 1h,926,1988,1,1062500.00
"Boston, MA",2116,2,1f 0h,843,1988,0,930000.00
"Boston, MA",2116,1,1f 0h,725,2004,0,855000.00
"Boston, MA",2127,2,2f 0h,1150,2018,1,1020000.00
"Boston, MA",2116,2,3f 1h,1910,1910,0,2230000.00
"Boston, MA",2115,0,1f 0h,410,1900,0,540000.00
"Boston, MA",2130,3,2f 0h,1404,1935,0,649000.00
"Boston, MA",2116,2,2f 1h,1714,2009,1,2295000.00
"Boston, MA",2111,2,2f 0h,1257,2000,0,1630000.00
"Boston, MA",2108,3,2f 1h,1979,2010,1,2740000.00
"Boston, MA",2128,2,2f 0h,1020,2022,0,644500.00
"Boston, MA",2130,1,1f 0h,599,1935,0,409000.00
"Boston, MA",2130,1,1f 0h,533,1935,0,393000.00
"Boston, MA",2130,2,2f 1h,1470,1935,0,610000.00
"Boston, MA",2130,2,1f 0h,1052,1899,0,640000.00
"Boston, MA",2115,2,1f 0h,1023,1885,0,810000.00
"Boston, MA",2127,1,1f 0h,757,2003,0,347100.00
"Boston, MA",2127,2,2f 0h,1043,1904,0,742777.00
"Boston, MA",2110,2,2f 0h,1379,2023,1,2750000.00
"Boston, MA",2116,3,2f 1h,1464,1890,0,1792500.00
"Boston, MA",2110,1,1f 0h,882,2023,1,1535000.00
"Boston, MA",2110,3,4f 1h,4659,2023,2,14095000.00
"Boston, MA",2127,2,2f 0h,1300,2016,1,780000.00
"Boston, MA",2118,1,1f 0h,859,2002,1,985000.00
"Boston, MA",2116,3,2f 0h,1568,1890,0,1350000.00
"Boston, MA",2129,2,2f 1h,1860,1990,1,1425000.00
"Boston, MA",2130,2,1f 0h,980,1848,0,802000.00
"Boston, MA",2118,2,2f 0h,1326,2023,1,1975000.00
"Boston, MA",2118,2,2f 0h,1314,2023,1,1525000.00
"Boston, MA",2108,3,3f 1h,2709,1809,0,3400000.00
"Boston, MA",2130,3,1f 0h,1042,1920,0,510000.00
"Boston, MA",2110,2,2f 0h,1498,2016,1,1780000.00
"Boston, MA",2118,3,1f 0h,982,1890,0,740000.00
"Boston, MA",2116,3,3f 1h,2864,1999,2,6500000.00
"Boston, MA",2113,2,2f 0h,861,1890,0,891000.00
"Boston, MA",2113,3,1f 0h,1176,1900,0,865000.00
"Boston, MA",2134,1,1f 0h,656,1989,1,433500.00
"Boston, MA",2215,2,1f 0h,830,1922,0,717000.00
"Boston, MA",2135,2,2f 0h,1165,1940,0,430000.00
"Boston, MA",2128,1,1f 0h,747,2018,0,685000.00
"Boston, MA",2116,3,2f 1h,2007,1862,0,2425000.00
"Boston, MA",2110,1,2f 1h,2400,1972,0,2300000.00
"Boston, MA",2127,1,1f 0h,1163,2006,1,1090000.00
"Boston, MA",2127,1,1f 0h,697,1899,0,500000.00
"Boston, MA",2128,1,1f 0h,560,1900,0,449900.00
"Boston, MA",2111,2,2f 0h,1140,2013,1,1425000.00
"Boston, MA",2134,1,1f 0h,323,1920,0,288000.00
"Boston, MA",2109,1,1f 1h,1294,2008,1,1330000.00
"Boston, MA",2116,2,2f 0h,1140,1886,0,1310000.00
"Boston, MA",2118,1,1f 0h,1060,2006,0,338226.00
"Boston, MA",2108,2,2f 1h,2856,1917,1,4228000.00
"Boston, MA",2114,1,1f 0h,1100,2017,0,765000.00
"Boston, MA",2210,2,2f 1h,1338,2022,1,3325000.00
"Boston, MA",2135,1,1f 0h,885,2023,1,988000.00
"Boston, MA",2135,1,1f 0h,678,2023,1,849000.00
"Boston, MA",2135,1,1f 0h,596,2023,0,579000.00
"Boston, MA",2127,3,2f 1h,1603,1998,2,865000.00
"Boston, MA",2116,2,2f 0h,1235,2004,1,1850000.00
"Boston, MA",2210,2,2f 1h,2116,2015,2,5400000.00
"Boston, MA",2114,2,1f 0h,655,1900,0,680000.00
"Boston, MA",2129,3,2f 0h,1717,2002,0,1181000.00
"Boston, MA",2118,3,3f 1h,2500,1890,0,3150000.00
"Boston, MA",2210,2,2f 1h,1285,2019,1,2192000.00
"Boston, MA",2129,2,2f 0h,1100,1875,0,995000.00
"Boston, MA",2118,2,2f 0h,1620,1899,0,1775000.00
"Boston, MA",2110,2,2f 1h,1667,2023,1,3850000.00
"Boston, MA",2118,2,2f 1h,1356,2021,1,1999000.00
"Boston, MA",2210,2,2f 1h,1593,2006,1,2260000.00
"Boston, MA",2115,3,3f 1h,2227,2022,0,3060000.00
"Boston, MA",2130,2,2f 0h,901,2019,1,650000.00
"Boston, MA",2111,1,2f 0h,1682,1900,0,1100000.00
"Boston, MA",2129,2,1f 0h,849,2015,0,590000.00
"Boston, MA",2130,2,2f 0h,1015,2017,0,802000.00
"Boston, MA",2118,1,1f 0h,1177,1900,0,662500.00
"Boston, MA",2130,1,1f 0h,703,1920,0,540000.00
"Boston, MA",2129,2,1f 0h,832,2015,0,668000.00
"Boston, MA",2118,2,2f 1h,1514,2013,1,1745000.00
"Boston, MA",2210,2,2f 0h,1244,2019,1,1965000.00
"Boston, MA",2110,1,1f 1h,867,2016,1,1100000.00
"Boston, MA",2110,3,2f 1h,2036,2018,2,5500000.00
"Boston, MA",2116,2,1f 0h,845,1855,0,940000.00
"Boston, MA",2127,2,2f 0h,1249,2020,2,1187500.00
"Boston, MA",2215,2,2f 0h,1117,1910,0,1200000.00
"Boston, MA",2127,2,2f 0h,1045,2023,0,830000.00
"Boston, MA",2127,2,2f 0h,840,2023,0,787500.00
"Boston, MA",2127,2,2f 0h,820,2023,0,809000.00
"Boston, MA",2110,1,1f 1h,1330,2023,1,2835000.00
"Boston, MA",2116,1,1f 0h,465,1890,0,635000.00
"Boston, MA",2135,2,1f 1h,1070,1988,1,699000.00
"Boston, MA",2199,2,2f 1h,1743,2001,1,2500000.00
"Boston, MA",2129,3,3f 0h,1852,2015,2,1350000.00
"Boston, MA",2111,2,2f 0h,1492,1899,0,1210000.00
"Boston, MA",2135,1,1f 0h,647,2022,0,700000.00
"Boston, MA",2135,1,1f 0h,620,2022,0,580000.00
"Boston, MA",2108,2,2f 0h,929,1899,0,1080000.00
"Boston, MA",2130,2,1f 1h,988,2017,0,545000.00
"Boston, MA",2129,3,3f 0h,1960,2021,2,1600000.00
"Boston, MA",2130,2,2f 0h,1188,2022,1,849900.00
"Boston, MA",2134,1,1f 0h,656,1989,1,405000.00
"Boston, MA",2135,1,1f 0h,385,1930,0,369000.00
"Boston, MA",2127,3,2f 1h,1651,2023,0,1350000.00
"Boston, MA",2116,3,2f 0h,1795,1890,0,2125000.00
"Boston, MA",2127,2,2f 0h,1428,2016,1,780000.00
"Boston, MA",2114,1,1f 0h,610,1952,0,600000.00
"Boston, MA",2115,2,2f 1h,2663,2019,0,7800000.00
"Boston, MA",2210,0,1f 0h,421,2006,1,535000.00
"Boston, MA",2115,2,1f 0h,790,1889,0,915000.00
"Boston, MA",2129,2,1f 1h,881,1920,1,555000.00
"Boston, MA",2109,2,1f 1h,919,1899,0,799000.00
"Boston, MA",2118,2,2f 0h,1002,1899,0,995000.00
"Boston, MA",2127,2,2f 0h,1544,2007,1,1224000.00
"Boston, MA",2130,2,2f 1h,1303,1900,1,899900.00
"Boston, MA",2114,0,1f 0h,542,1964,1,355000.00
"Boston, MA",2130,3,2f 0h,1200,1910,0,720000.00
"Boston, MA",2129,1,1f 0h,713,2014,0,600000.00
"Boston, MA",2129,1,1f 0h,667,1899,1,500000.00
"Boston, MA",2210,2,2f 1h,1384,2020,2,2500000.00
"Boston, MA",2114,1,1f 0h,532,1880,0,550000.00
"Boston, MA",2210,2,2f 0h,1011,2020,1,1625000.00
"Boston, MA",2127,2,2f 0h,802,1890,0,755000.00
"Boston, MA",2210,1,1f 0h,651,2020,1,1149000.00
"Boston, MA",2210,1,1f 0h,648,2020,1,1075000.00
"Boston, MA",2210,0,1f 0h,499,2020,1,799000.00
"Boston, MA",2118,2,1f 1h,1386,1880,0,1525000.00
"Boston, MA",2127,1,1f 0h,845,1908,0,638500.00
"Boston, MA",2127,2,2f 0h,1284,2019,0,945000.00
"Boston, MA",2127,2,1f 1h,1731,1890,0,1225000.00
"Boston, MA",2110,1,1f 1h,1035,2023,0,1925000.00
"Boston, MA",2110,2,2f 1h,2190,2023,1,4755000.00
"Boston, MA",2116,3,3f 0h,2545,1861,1,4800000.00
"Boston, MA",2116,3,3f 0h,1612,1890,0,2400000.00
