TOWN,ZIP_CODE,NO_BEDROOMS,BTH_DESC,SQUARE_FEET,YEAR_BUILT,GARAGE_SPACES_CC,SALE_PRICE
"Boston, MA",2130,2,1f 0h,927,1899,0,765000.00
"Boston, MA",2129,2,1f 1h,1146,1908,1,1225000.00
"Boston, MA",2115,1,1f 0h,569,2016,0,615000.00
"Boston, MA",2135,2,1f 0h,747,1925,0,480000.00
"Boston, MA",2118,1,1f 0h,690,1890,0,727000.00
"Boston, MA",2135,2,1f 0h,936,1920,0,535000.00
"Boston, MA",2135,2,1f 0h,805,1965,0,465000.00
"Boston, MA",2116,2,2f 0h,1344,1910,0,1458000.00
"Boston, MA",2129,3,3f 1h,2238,1858,1,1900000.00
"Boston, MA",2127,2,2f 1h,1244,1900,0,895000.00
"Boston, MA",2116,1,1f 0h,795,1900,0,1055000.00
"Boston, MA",2205,2,2f 0h,1351,2017,0,1425000.00
"Boston, MA",2116,2,1f 1h,951,1862,0,1395000.00
"Boston, MA",2114,1,1f 0h,940,2017,0,1160000.00
"Boston, MA",2127,2,2f 0h,1159,1906,1,995000.00
"Boston, MA",2115,1,1f 0h,570,2016,1,655000.00
"Boston, MA",2118,3,2f 1h,3016,1900,2,2650000.00
"Boston, MA",2130,2,1f 0h,1019,1905,0,630000.00
"Boston, MA",2118,1,1f 0h,819,1900,0,675000.00
"Boston, MA",2129,2,1f 1h,1142,1880,0,825000.00
"Boston, MA",2129,2,1f 1h,1333,1865,0,1112000.00
"Boston, MA",2109,2,2f 0h,1478,2008,2,2050000.00
"Boston, MA",2110,1,1f 0h,923,2016,0,1015000.00
"Boston, MA",2116,2,1f 1h,1077,1881,0,1460000.00
"Boston, MA",2129,1,1f 0h,794,1998,0,765000.00
"Boston, MA",2116,2,2f 1h,1538,1905,0,2625000.00
"Boston, MA",2116,1,1f 0h,746,1890,0,830000.00
"Boston, MA",2118,2,2f 1h,1600,1890,1,1900000.00
"Boston, MA",2128,2,1f 0h,876,2024,0,655000.00
"Boston, MA",2130,2,2f 0h,1123,1920,0,795000.00
"Boston, MA",2127,2,2f 0h,1572,2014,1,1410000.00
"Boston, MA",2115,3,2f 0h,1974,1886,0,3725000.00
"Boston, MA",2118,2,1f 1h,1008,1900,0,1050000.00
"Boston, MA",2135,2,2f 0h,1390,0,1,749000.00
"Boston, MA",2110,2,2f 1h,2190,2023,1,4695000.00
"Boston, MA",2110,1,1f 1h,1330,2023,1,2475000.00
"Boston, MA",2130,2,1f 0h,1134,1963,1,520000.00
"Boston, MA",2116,2,2f 0h,1293,1968,1,1595000.00
"Boston, MA",2118,2,1f 0h,876,1875,0,865000.00
"Boston, MA",2134,2,2f 0h,1006,2018,2,845000.00
"Boston, MA",2128,3,2f 0h,1246,2022,1,763000.00
"Boston, MA",2135,0,1f 0h,473,1920,0,305000.00
"Boston, MA",2135,3,3f 0h,1719,1890,1,1309000.00
"Boston, MA",2108,2,1f 1h,1239,1870,0,1325000.00
"Boston, MA",2127,1,1f 0h,1028,2006,1,794000.00
"Boston, MA",2116,2,2f 1h,1647,1870,0,2000000.00
"Boston, MA",2130,1,1f 0h,662,1910,0,470000.00
"Boston, MA",2127,2,1f 0h,760,1920,0,620000.00
"Boston, MA",2116,1,1f 1h,1128,1960,1,1500000.00
"Boston, MA",2210,2,2f 0h,1234,1911,0,1375000.00
"Boston, MA",2129,2,1f 0h,925,1987,0,832500.00
"Boston, MA",2127,2,2f 1h,1902,2006,2,1525000.00
"Boston, MA",2118,2,2f 1h,1352,2018,0,1191000.00
"Boston, MA",2127,2,2f 0h,1131,1910,0,820000.00
"Boston, MA",2215,2,1f 0h,555,1900,0,473000.00
"Boston, MA",2127,3,2f 0h,1787,2024,0,1555000.00
"Boston, MA",2111,2,3f 0h,1748,2004,1,950000.00
"Boston, MA",2129,2,1f 1h,935,1880,0,770000.00
"Boston, MA",2215,1,1f 0h,710,2002,0,755000.00
"Boston, MA",2116,1,1f 0h,876,2009,1,912500.00
"Boston, MA",2127,2,2f 0h,705,1900,0,690000.00
"Boston, MA",2116,2,1f 0h,637,1900,0,677500.00
"Boston, MA",2134,2,1f 0h,936,1920,0,510000.00
"Boston, MA",2130,2,1f 0h,1130,1963,1,479000.00
"Boston, MA",2116,3,2f 1h,2317,2003,2,4900000.00
"Boston, MA",2116,1,1f 0h,450,1901,0,660000.00
"Boston, MA",2130,3,1f 0h,1224,1905,0,717800.00
"Boston, MA",2135,2,1f 0h,876,1925,0,590000.00
"Boston, MA",2130,2,2f 0h,1064,2017,0,769900.00
"Boston, MA",2130,2,1f 0h,785,1923,0,520000.00
"Boston, MA",2129,2,1f 0h,1224,1900,0,910000.00
"Boston, MA",2128,2,2f 0h,1112,2024,0,642000.00
"Boston, MA",2128,1,1f 0h,313,1900,0,322500.00
"Boston, MA",2130,3,2f 0h,1125,1900,1,765000.00
"Boston, MA",2134,2,1f 1h,826,1989,1,620000.00
"Boston, MA",2135,2,1f 0h,1226,1920,0,658000.00
"Boston, MA",2215,2,1f 0h,930,1900,0,775000.00
"Boston, MA",2130,2,2f 0h,1086,1920,0,770000.00
"Boston, MA",2127,2,2f 0h,1135,1899,1,850000.00
"Boston, MA",2135,2,1f 0h,673,1910,0,525000.00
"Boston, MA",2116,1,1f 0h,642,1988,0,655000.00
"Boston, MA",2130,3,1f 0h,1159,1905,0,755000.00
"Boston, MA",2116,1,1f 0h,845,1900,0,975000.00
"Boston, MA",2114,1,1f 0h,585,1850,0,699000.00
"Boston, MA",2128,3,2f 0h,1080,1986,0,676000.00
"Boston, MA",2118,2,2f 0h,1500,2006,2,1680500.00
"Boston, MA",2129,3,2f 0h,1677,1860,0,1425000.00
"Boston, MA",2113,3,3f 0h,2319,1900,0,1275000.00
"Boston, MA",2135,1,1f 0h,717,2018,1,640000.00
"Boston, MA",2215,1,1f 0h,592,1899,0,575000.00
"Boston, MA",2127,2,2f 0h,1487,2018,0,1215000.00
"Boston, MA",2210,3,4f 1h,2913,2006,2,3510000.00
"Boston, MA",2118,1,1f 1h,1113,2006,0,1514000.00
"Boston, MA",2130,2,2f 0h,1051,2024,0,794000.00
"Boston, MA",2113,1,1f 0h,545,1920,0,600000.00
"Boston, MA",2116,1,1f 0h,781,1878,0,750000.00
"Boston, MA",2135,1,1f 0h,615,1962,0,420000.00
"Boston, MA",2114,3,2f 0h,1518,1900,0,2600000.00
"Boston, MA",2114,2,2f 1h,1290,1900,0,1375000.00
"Boston, MA",2134,2,1f 0h,565,1920,0,451000.00
"Boston, MA",2118,2,1f 0h,1045,1899,0,1201000.00
"Boston, MA",2114,2,2f 0h,922,1902,0,1375000.00
"Boston, MA",2130,2,1f 0h,919,2006,1,575000.00
"Boston, MA",2127,2,2f 0h,1302,2023,2,1330000.00
"Boston, MA",2110,2,2f 0h,1444,1832,0,1950000.00
"Boston, MA",2130,2,1f 1h,1145,2009,1,391113.00
"Boston, MA",2127,2,1f 0h,575,1880,0,510000.00
"Boston, MA",2130,2,1f 1h,1002,2009,1,404981.00
"Boston, MA",2116,2,2f 1h,1753,2004,1,2130000.00
"Boston, MA",2118,3,2f 1h,2159,1870,0,2750000.00
"Boston, MA",2108,1,1f 0h,515,1850,0,650000.00
"Boston, MA",2114,2,2f 1h,1308,1900,0,1895000.00
"Boston, MA",2129,2,2f 0h,993,2000,1,627500.00
"Boston, MA",2116,0,1f 0h,335,1850,0,460000.00
"Boston, MA",2135,1,1f 0h,692,1927,0,555000.00
"Boston, MA",2114,2,2f 0h,720,1910,0,1200000.00
"Boston, MA",2118,1,1f 0h,577,1912,0,575000.00
"Boston, MA",2118,1,1f 0h,424,1900,0,430000.00
"Boston, MA",2118,2,1f 0h,762,1950,0,614000.00
"Boston, MA",2111,2,2f 0h,1032,2000,1,1260000.00
"Boston, MA",2128,3,1f 0h,1094,1900,0,565000.00
"Boston, MA",2210,2,2f 0h,1057,2020,1,1599000.00
"Boston, MA",2115,1,1f 0h,870,1890,1,975000.00
"Boston, MA",2135,1,1f 1h,762,1908,0,575000.00
"Boston, MA",2128,1,1f 0h,1045,1912,0,550000.00
"Boston, MA",2134,2,1f 0h,650,1920,0,465000.00
"Boston, MA",2114,2,2f 1h,2275,2021,2,4600000.00
"Boston, MA",2116,2,2f 1h,1622,2023,2,4900000.00
"Boston, MA",2116,1,1f 0h,557,1882,0,725000.00
"Boston, MA",2135,1,1f 0h,540,1910,0,420000.00
"Boston, MA",2118,1,1f 0h,985,1999,0,895000.00
"Boston, MA",2118,2,2f 1h,1435,1875,0,1875000.00
"Boston, MA",2118,0,1f 0h,639,2006,1,552000.00
"Boston, MA",2130,2,2f 0h,1449,2020,0,1175000.00
"Boston, MA",2134,1,1f 0h,850,1899,1,625000.00
"Boston, MA",2127,2,1f 0h,664,1905,0,520000.00
"Boston, MA",2128,2,1f 0h,1121,1920,0,740000.00
"Boston, MA",2110,1,1f 0h,880,1972,0,765000.00
"Boston, MA",2127,1,1f 1h,833,1920,0,680000.00
"Boston, MA",2115,2,2f 0h,1198,1880,0,1975000.00
"Boston, MA",2118,3,2f 1h,1810,1899,0,2608000.00
"Boston, MA",2108,1,1f 1h,1126,2009,1,1000000.00
"Boston, MA",2135,1,1f 0h,639,1950,0,470000.00
"Boston, MA",2210,2,2f 1h,1887,2022,2,4632000.00
"Boston, MA",2114,2,2f 1h,1545,1855,0,1685000.00
"Boston, MA",2127,1,1f 0h,654,1905,0,646000.00
"Boston, MA",2114,1,1f 0h,539,1899,0,644000.00
"Boston, MA",2135,3,1f 0h,1053,1960,0,570000.00
"Boston, MA",2114,3,2f 0h,1515,1964,1,1025000.00
"Boston, MA",2127,3,2f 0h,1463,1905,0,1075000.00
"Boston, MA",2108,1,1f 0h,350,1850,0,550000.00
"Boston, MA",2129,2,2f 0h,1204,1899,0,810000.00
"Boston, MA",2129,2,1f 0h,668,1900,0,621000.00
"Boston, MA",2127,2,2f 0h,1280,1906,1,1050000.00
"Boston, MA",2116,2,2f 0h,1508,1900,1,1565000.00
"Boston, MA",2135,1,1f 0h,484,1930,0,390000.00
"Boston, MA",2128,1,1f 0h,510,2016,0,460000.00
"Boston, MA",2110,3,3f 0h,1989,2023,1,4345074.00
"Boston, MA",2110,2,2f 0h,1379,2023,1,2500000.00
"Boston, MA",2130,2,1f 0h,961,2024,0,718500.00
"Boston, MA",2130,1,1f 0h,857,2024,0,620000.00
"Boston, MA",2127,2,2f 0h,1430,2023,2,1000000.00
"Boston, MA",2116,2,2f 0h,940,1864,0,962000.00
"Boston, MA",2127,3,2f 0h,1564,2018,1,1300000.00
"Boston, MA",2114,1,1f 0h,314,1885,0,430000.00
"Boston, MA",2114,2,1f 0h,639,1910,0,835000.00
"Boston, MA",2128,2,1f 0h,849,2022,1,620000.00
"Boston, MA",2130,2,1f 0h,757,1905,0,555000.00
"Boston, MA",2118,2,2f 0h,860,1900,0,1325000.00
"Boston, MA",2128,2,2f 0h,1062,1900,0,645000.00
"Boston, MA",2113,2,1f 0h,494,2023,0,655000.00
"Boston, MA",2116,1,1f 0h,506,1890,0,740000.00
"Boston, MA",2118,2,1f 0h,701,1899,0,775000.00
"Boston, MA",2118,3,2f 0h,1427,1900,0,1800000.00
"Boston, MA",2130,2,2f 0h,1085,1910,0,715000.00
"Boston, MA",2128,1,1f 0h,875,2024,0,575000.00
"Boston, MA",2130,2,2f 0h,1034,1905,0,740000.00
"Boston, MA",2118,2,2f 0h,1298,2006,2,1685000.00
"Boston, MA",2130,2,1f 0h,865,1989,0,649888.00
"Boston, MA",2128,2,2f 0h,871,1930,0,700000.00
"Boston, MA",2127,2,2f 0h,1233,2023,1,1166000.00
"Boston, MA",2129,1,1f 0h,556,1989,0,535000.00
"Boston, MA",2130,3,2f 0h,1082,1927,0,910000.00
"Boston, MA",2129,1,1f 0h,516,1988,0,475000.00
"Boston, MA",2114,1,1f 0h,260,1899,0,439000.00
"Boston, MA",2130,1,1f 0h,555,1935,0,450000.00
"Boston, MA",2129,2,1f 0h,795,1989,0,790000.00
"Boston, MA",2129,1,1f 0h,747,1989,0,590000.00
"Boston, MA",2118,2,1f 0h,872,1899,0,715000.00
"Boston, MA",2128,2,2f 0h,1075,2024,1,719000.00
"Boston, MA",2127,1,1f 0h,850,1900,0,660000.00
"Boston, MA",2127,2,2f 0h,864,1899,0,599000.00
"Boston, MA",2127,2,2f 0h,1094,1910,0,815000.00
"Boston, MA",2115,2,1f 0h,962,1891,0,1175000.00
"Boston, MA",2129,2,2f 0h,993,1865,0,880000.00
"Boston, MA",2129,2,1f 1h,1147,1865,0,920000.00
"Boston, MA",2135,2,1f 0h,685,1965,0,565000.00
"Boston, MA",2115,1,1f 0h,734,1850,0,750000.00
"Boston, MA",2113,1,1f 0h,520,1910,0,584000.00
"Boston, MA",2135,1,1f 1h,768,1908,0,587500.00
"Boston, MA",2210,1,1f 0h,691,2019,1,1155000.00
"Boston, MA",2134,2,1f 0h,968,1920,0,625000.00
"Boston, MA",2129,3,2f 1h,1788,1989,1,1625000.00
"Boston, MA",2135,2,1f 0h,832,1910,0,585000.00
"Boston, MA",2130,0,1f 0h,402,1920,0,360000.00
"Boston, MA",2111,1,1f 0h,908,1964,0,599900.00
"Boston, MA",2129,1,1f 0h,701,1899,1,602500.00
"Boston, MA",2118,2,1f 0h,754,1899,0,760000.00
"Boston, MA",2135,1,1f 0h,565,1925,0,369000.00
"Boston, MA",2127,3,2f 0h,922,2018,0,815000.00
"Boston, MA",2215,0,1f 0h,350,1923,0,400000.00
"Boston, MA",2127,1,1f 0h,644,2016,0,623000.00
"Boston, MA",2130,2,3f 0h,1768,1900,0,1022000.00
"Boston, MA",2134,3,2f 0h,1700,2024,0,1259200.00
"Boston, MA",2127,3,2f 1h,1351,2014,0,1224000.00
"Boston, MA",2129,2,1f 0h,1185,1920,0,855000.00
"Boston, MA",2127,1,1f 1h,1005,2023,1,750000.00
"Boston, MA",2116,1,1f 0h,515,1880,0,705500.00
"Boston, MA",2210,1,1f 0h,1791,1900,1,1180000.00
"Boston, MA",2210,2,2f 1h,1752,2022,2,4612500.00
"Boston, MA",2118,2,1f 0h,708,1870,0,1100000.00
"Boston, MA",2108,0,1f 0h,445,1899,0,594000.00
"Boston, MA",2130,2,1f 0h,1082,1920,1,670000.00
"Boston, MA",2129,3,3f 1h,2498,1987,0,1585000.00
"Boston, MA",2135,2,1f 0h,684,1975,0,435000.00
"Boston, MA",2116,3,3f 1h,2153,1900,0,2700000.00
"Boston, MA",2116,1,1f 0h,675,1900,0,675000.00
"Boston, MA",2127,2,2f 0h,1003,2018,1,800000.00
"Boston, MA",2118,1,1f 0h,922,1900,0,1005000.00
"Boston, MA",2210,1,1f 1h,1229,2004,1,1083500.00
"Boston, MA",2127,2,1f 0h,700,1908,0,725000.00
"Boston, MA",2127,3,2f 0h,1440,2018,1,980000.00
"Boston, MA",2108,2,2f 0h,1450,1880,0,2300000.00
"Boston, MA",2114,1,1f 0h,940,1964,0,567500.00
"Boston, MA",2128,2,1f 1h,1090,1900,0,750000.00
"Boston, MA",2110,1,1f 0h,876,1972,0,618000.00
"Boston, MA",2127,2,2f 0h,1066,1910,1,885000.00
"Boston, MA",2116,2,2f 1h,1968,1875,1,3850000.00
"Boston, MA",2135,1,1f 1h,844,1908,0,620000.00
"Boston, MA",2128,2,2f 0h,1000,1900,0,630000.00
"Boston, MA",2116,1,1f 0h,604,1890,0,765000.00
"Boston, MA",2116,2,2f 0h,1528,2004,1,1840000.00
"Boston, MA",2215,2,2f 0h,1296,2011,1,2500000.00
"Boston, MA",2130,2,1f 0h,1130,1964,1,470000.00
"Boston, MA",2210,2,2f 1h,1807,2018,2,4300000.00
"Boston, MA",2111,2,2f 1h,2036,2000,1,2500000.00
"Boston, MA",2129,2,2f 0h,1036,2015,0,799900.00
"Boston, MA",2110,1,1f 1h,871,2016,0,1153000.00
"Boston, MA",2128,1,1f 0h,632,2024,0,510000.00
"Boston, MA",2109,2,2f 0h,1394,1855,0,1895000.00
"Boston, MA",2130,2,2f 0h,2145,1899,0,850000.00
"Boston, MA",2114,2,1f 1h,1145,1880,0,725000.00
"Boston, MA",2114,1,1f 0h,564,1880,0,585000.00
"Boston, MA",2114,1,1f 0h,937,1967,1,590000.00
"Boston, MA",2110,1,1f 0h,701,1910,0,705000.00
"Boston, MA",2215,1,1f 0h,450,1910,0,480000.00
"Boston, MA",2115,3,3f 0h,1853,2019,1,5320000.00
"Boston, MA",2215,1,1f 0h,815,2018,0,1465000.00
"Boston, MA",2116,2,2f 0h,1263,1968,1,1070000.00
"Boston, MA",2128,2,1f 0h,739,1915,0,569000.00
"Boston, MA",2115,2,2f 0h,918,1900,0,1350000.00
"Boston, MA",2128,3,2f 0h,1262,2024,1,930000.00
"Boston, MA",2129,2,1f 0h,847,1920,1,625000.00
"Boston, MA",2130,2,1f 0h,806,1899,0,420000.00
"Boston, MA",2128,2,2f 0h,951,2020,1,665000.00
"Boston, MA",2116,2,2f 0h,1521,1899,0,1235000.00
"Boston, MA",2118,1,1f 0h,755,2021,0,884900.00
"Boston, MA",2215,3,2f 1h,1852,2018,1,3200000.00
"Boston, MA",2118,2,2f 0h,1251,2006,1,1250000.00
"Boston, MA",2127,3,2f 0h,1717,1915,0,1395000.00
"Boston, MA",2135,3,2f 0h,1479,2023,0,1575000.00
"Boston, MA",2113,2,1f 0h,710,1910,0,679000.00
"Boston, MA",2116,2,2f 1h,1788,1861,1,2907000.00
"Boston, MA",2115,2,2f 0h,1127,1918,0,1385000.00
"Boston, MA",2114,0,1f 0h,651,1964,0,388000.00
"Boston, MA",2116,2,2f 1h,1292,2023,1,3400000.00
"Boston, MA",2116,1,1f 0h,454,1890,0,657000.00
"Boston, MA",2116,3,3f 1h,2194,1968,2,2015000.00
"Boston, MA",2135,2,1f 1h,1317,2023,0,1220000.00
"Boston, MA",2115,2,2f 0h,1425,1890,0,1640000.00
"Boston, MA",2127,1,1f 0h,945,2006,0,675000.00
"Boston, MA",2134,1,1f 0h,660,1950,0,439000.00
"Boston, MA",2128,2,2f 0h,874,2024,0,645510.00
"Boston, MA",2128,2,1f 0h,624,1905,0,420000.00
"Boston, MA",2127,2,2f 0h,1270,2013,1,980000.00
"Boston, MA",2215,2,1f 0h,810,1927,0,739000.00
"Boston, MA",2118,3,2f 1h,1931,1899,0,2620000.00
"Boston, MA",2116,2,2f 0h,1008,1880,0,1303000.00
"Boston, MA",2130,2,2f 0h,1005,1885,0,705000.00
"Boston, MA",2129,2,2f 0h,1073,1899,1,984000.00
"Boston, MA",2128,2,1f 0h,872,2022,1,810000.00
"Boston, MA",2116,0,1f 0h,446,1920,0,516000.00
"Boston, MA",2129,1,1f 0h,619,1920,0,200549.00
"Boston, MA",2116,1,1f 0h,710,1899,0,630000.00
"Boston, MA",2116,3,1f 0h,849,1899,0,715000.00
"Boston, MA",2128,2,2f 0h,845,2024,0,649000.00
"Boston, MA",2128,2,2f 0h,1268,2024,0,683350.00
"Boston, MA",2128,3,2f 1h,1400,1988,0,618000.00
"Boston, MA",2130,2,2f 1h,2122,1905,1,1100000.00
"Boston, MA",2134,3,2f 0h,1700,2024,0,1275000.00
"Boston, MA",2118,1,1f 0h,800,1899,1,840000.00
"Boston, MA",2135,0,1f 0h,393,1920,0,315000.00
"Boston, MA",2130,2,1f 0h,811,2005,0,720000.00
"Boston, MA",2129,2,2f 0h,1143,2003,0,1145000.00
"Boston, MA",2118,2,2f 1h,1541,2021,2,1900000.00
"Boston, MA",2129,1,1f 0h,608,1999,0,615000.00
"Boston, MA",2129,3,2f 0h,1343,1999,0,1320000.00
"Boston, MA",2210,1,1f 0h,842,2019,1,1500000.00
"Boston, MA",2127,2,2f 0h,1719,2015,1,1199000.00
"Boston, MA",2118,1,1f 0h,1266,1900,0,692500.00
"Boston, MA",2118,1,1f 0h,920,1900,0,960000.00
"Boston, MA",2118,0,1f 0h,380,1900,0,480000.00
"Boston, MA",2127,1,1f 0h,758,2010,1,650000.00
"Boston, MA",2130,2,1f 0h,1100,1905,0,655000.00
"Boston, MA",2127,2,2f 0h,1042,2011,0,875000.00
"Boston, MA",2129,2,2f 0h,978,1910,0,850000.00
"Boston, MA",2118,2,2f 0h,1291,2006,2,1294500.00
"Boston, MA",2128,2,2f 0h,630,2024,0,530000.00
"Boston, MA",2118,2,1f 0h,640,1910,0,650000.00
"Boston, MA",2127,2,2f 0h,1230,1920,1,960000.00
"Boston, MA",2127,1,1f 0h,982,2006,1,715000.00
"Boston, MA",2115,1,1f 0h,600,1920,0,700000.00
"Boston, MA",2127,2,2f 0h,1268,2004,2,900000.00
"Boston, MA",2118,2,2f 0h,1147,2006,1,985000.00
"Boston, MA",2118,2,2f 0h,1080,1899,0,1285000.00
"Boston, MA",2127,2,1f 0h,537,1905,0,457367.00
"Boston, MA",2127,2,1f 0h,732,2023,2,770000.00
"Boston, MA",2134,1,1f 0h,680,1920,0,482500.00
"Boston, MA",2127,1,1f 0h,653,2018,1,712000.00
"Boston, MA",2127,1,1f 0h,615,1910,0,577500.00
"Boston, MA",2135,2,2f 0h,1121,2018,2,865000.00
"Boston, MA",2130,2,2f 0h,1197,2022,1,910000.00
"Boston, MA",2135,1,1f 0h,539,1930,0,435000.00
"Boston, MA",2111,3,3f 0h,1743,2013,1,1775000.00
"Boston, MA",2128,2,1f 0h,805,2002,0,455000.00
"Boston, MA",2129,3,2f 0h,1595,1875,0,1341000.00
"Boston, MA",2129,1,1f 0h,478,1875,0,490000.00
"Boston, MA",2116,1,1f 0h,668,1885,0,845000.00
"Boston, MA",2129,2,2f 0h,1104,1989,1,800000.00
"Boston, MA",2127,2,2f 0h,1072,2006,1,800000.00
"Boston, MA",2116,2,2f 0h,1439,1899,0,1910000.00
"Boston, MA",2130,1,1f 0h,710,1899,0,640000.00
"Boston, MA",2127,1,1f 0h,438,1890,0,525000.00
"Boston, MA",2127,3,2f 1h,2590,2023,2,3175000.00
"Boston, MA",2115,2,1f 0h,825,1910,0,820000.00
"Boston, MA",2129,1,1f 0h,1064,1908,1,875000.00
"Boston, MA",2127,2,1f 0h,817,1910,0,683000.00
"Boston, MA",2128,3,1f 0h,1078,1900,0,549000.00
"Boston, MA",2128,3,2f 0h,1160,2010,0,610000.00
"Boston, MA",2110,2,2f 0h,1091,1910,0,1005000.00
"Boston, MA",2118,1,1f 0h,740,1890,0,920000.00
"Boston, MA",2118,2,2f 1h,1327,2017,1,1937000.00
"Boston, MA",2111,1,1f 0h,665,2003,0,737000.00
"Boston, MA",2115,2,1f 0h,723,2006,0,675000.00
"Boston, MA",2128,2,2f 0h,1164,2023,1,749000.00
"Boston, MA",2128,2,2f 1h,1110,2024,1,765000.00
"Boston, MA",2118,3,3f 0h,2153,2021,2,2750000.00
"Boston, MA",2116,2,2f 0h,1124,2009,1,2250000.00
"Boston, MA",2118,2,1f 0h,854,1899,0,1320599.00
"Boston, MA",2115,3,3f 0h,2124,1900,0,3505000.00
"Boston, MA",2115,1,1f 0h,355,2006,0,450000.00
"Boston, MA",2110,2,2f 1h,1609,2016,1,2400000.00
"Boston, MA",2128,1,1f 0h,749,2019,0,700000.00
"Boston, MA",2135,1,1f 0h,526,1920,0,435000.00
"Boston, MA",2135,2,1f 0h,649,1947,0,330000.00
"Boston, MA",2127,2,2f 0h,1247,2018,1,1150000.00
"Boston, MA",2135,2,1f 0h,685,1965,0,520000.00
"Boston, MA",2115,1,1f 0h,569,2016,0,633000.00
"Boston, MA",2114,1,1f 0h,457,1899,0,600000.00
"Boston, MA",2215,2,1f 1h,949,2018,1,1720000.00
"Boston, MA",2116,1,1f 0h,712,1880,0,800000.00
"Boston, MA",2127,2,2f 0h,1079,2018,1,950000.00
"Boston, MA",2127,2,1f 0h,867,1899,0,685000.00
"Boston, MA",2134,2,1f 0h,936,1920,0,510000.00
"Boston, MA",2110,1,1f 0h,868,1972,0,754000.00
"Boston, MA",2114,2,2f 0h,1197,1967,0,670000.00
"Boston, MA",2135,1,1f 0h,688,1940,0,465000.00
"Boston, MA",2135,1,1f 0h,672,1880,0,502500.00
"Boston, MA",2128,3,2f 1h,1450,2015,2,989900.00
"Boston, MA",2129,3,1f 0h,885,1875,0,855000.00
"Boston, MA",2128,2,2f 0h,1443,2023,1,799000.00
"Boston, MA",2135,1,1f 0h,443,1947,0,360000.00
"Boston, MA",2129,2,2f 0h,1107,1837,0,1100000.00
"Boston, MA",2130,3,1f 0h,1153,1905,1,857000.00
"Boston, MA",2110,2,2f 1h,2275,1832,0,3295000.00
"Boston, MA",2135,2,2f 0h,888,1924,1,740000.00
"Boston, MA",2114,2,1f 1h,947,1850,0,1175000.00
"Boston, MA",2109,2,2f 0h,1570,1855,0,2150000.00
"Boston, MA",2127,2,1f 1h,1466,1890,0,850000.00
"Boston, MA",2116,1,1f 0h,690,1880,0,845000.00
"Boston, MA",2129,1,1f 0h,658,1900,1,587500.00
"Boston, MA",2116,3,2f 1h,1839,1900,0,1780000.00
"Boston, MA",2115,2,2f 0h,1052,1890,0,1199000.00
"Boston, MA",2130,3,2f 0h,1127,1927,0,840000.00
"Boston, MA",2115,2,2f 0h,1367,1918,0,1300000.00
"Boston, MA",2118,1,2f 0h,1116,1899,0,765000.00
"Boston, MA",2135,2,1f 0h,1615,1925,0,800000.00
"Boston, MA",2127,1,1f 0h,848,2019,0,620000.00
"Boston, MA",2129,2,2f 0h,950,1885,0,730000.00
"Boston, MA",2127,3,2f 0h,1787,2024,0,1575000.00
"Boston, MA",2118,2,1f 1h,1269,1899,0,1155000.00
"Boston, MA",2135,1,1f 0h,495,1935,0,345000.00
"Boston, MA",2210,1,2f 0h,1914,1900,1,1800000.00
"Boston, MA",2135,1,1f 0h,688,1964,0,435000.00
"Boston, MA",2128,2,1f 1h,879,2024,1,655000.00
"Boston, MA",2110,1,2f 1h,1315,1920,1,1300000.00
"Boston, MA",2111,2,2f 0h,1370,2013,1,1400000.00
"Boston, MA",2130,1,1f 0h,540,1987,0,426000.00
"Boston, MA",2114,2,2f 0h,1100,1970,0,1550000.00
"Boston, MA",2118,1,1f 0h,742,2018,1,865000.00
"Boston, MA",2215,2,2f 0h,1296,2018,1,2500000.00
"Boston, MA",2116,2,2f 0h,953,1880,0,1300000.00
"Boston, MA",2135,2,1f 0h,999,1910,1,675000.00
"Boston, MA",2130,2,1f 0h,866,1910,1,525000.00
"Boston, MA",2135,2,2f 0h,1080,2002,1,775000.00
"Boston, MA",2134,3,2f 0h,1700,2024,0,1200000.00
"Boston, MA",2110,2,2f 1h,1423,2016,1,2200000.00
"Boston, MA",2127,3,2f 1h,1256,1900,0,990000.00
"Boston, MA",2113,2,1f 0h,741,1900,0,723500.00
"Boston, MA",2130,2,1f 1h,1372,1905,0,801000.00
"Boston, MA",2215,1,1f 0h,489,1900,0,650000.00
"Boston, MA",2118,1,1f 0h,776,1899,0,775000.00
"Boston, MA",2127,2,2f 0h,1330,2015,1,1050000.00
"Boston, MA",2127,2,2f 0h,1162,1905,0,875000.00
"Boston, MA",2110,2,2f 0h,1258,2023,1,2225000.00
"Boston, MA",2110,1,1f 0h,781,2023,0,1640000.00
"Boston, MA",2111,2,2f 0h,1685,1913,0,1060000.00
"Boston, MA",2130,2,1f 0h,750,1920,0,510000.00
"Boston, MA",2127,2,2f 0h,1155,1890,0,835000.00
"Boston, MA",2215,2,2f 0h,1171,1910,0,1235000.00
"Boston, MA",2115,2,2f 0h,1125,1900,0,2000000.00
"Boston, MA",2116,2,2f 0h,1344,1999,2,2300000.00
"Boston, MA",2130,3,2f 1h,2187,1900,0,925000.00
"Boston, MA",2111,1,1f 0h,1045,1900,0,740000.00
"Boston, MA",2116,0,1f 0h,436,1999,0,680000.00
"Boston, MA",2135,2,2f 0h,1226,2024,1,1214000.00
"Boston, MA",2114,3,3f 1h,3045,1925,1,4800000.00
